Department,District,Business,Adress,Acceptance,Category,Sub-category,Contact,Instagram,Facebook,X,Website
Usulutan,Alegría,Gran Bonanza Hotel,"13.50755047790551, -88.4863540775163",Yes,Accommodation,Accommodations,2628-1146 7948-4474,,,,
Usulutan,Alegría,Gran Bonanza Steakhouse Alegria,"13.507850789266014, -88.48757328650684",Yes,Food & Beverage,Restaurants,7711-4450,,,,
San Miguel,Moncagua,Gran Bonanza Steakhuse Moncagua,"13.516869041828388, -88.26412100344481",Yes,Food & Beverage,Restaurants,7711-4451,,,,
Usulutan,Berlín,Café 303 Berlín,"13.500066902447767, -88.53008238995179",Yes,Food & Beverage,Restaurants,6147-4066,,,,
Usulutan,Berlín,Ceviches y cocteles Blanky,"13.500114049948454, -88.53015445232064",Yes,Food & Beverage,Restaurants,7610-2626,,,,
Usulutan,Berlín,Berlín Express Pizza,"13.496633702963162, -88.53008206111622",Yes,Food & Beverage,Restaurants,7599-5415,,,,
Usulutan,Berlín,Pupuseria Martita Parque Central de Berlín  ,"13.49827657914625, -88.53027823228062",Yes,Food & Beverage,Restaurants,-,,,,
Usulutan,Berlín,Ferreteria Mendez,"13.50207396896007, -88.52636220728118",No,Retail,Retailers,26055154,,,,
Usulutan,Berlín,Jose Fredy Cruz tienda de cosmeticos,"13.50131240936335, -88.52715614111668",No,Retail,Retailers,-,,,,
Usulutan,Berlín,Ferreteria Campos,"13.498443498649387, -88.52561118878815",No,Retail,Retailers,-,,,,
Usulutan,Berlín,Uno Berlin,"13.49903665198495, -88.524584304612",No,Other,Other vendors,-,,,,
Usulutan,Berlín,TALLER RM,"13.500386851384082, -88.52750788722774",No,Other,Other vendors,-,,,,
Usulutan,Berlín,La Cocina de Doña Silvia,"13.501663564551114, -88.52591280123427",No,Food & Beverage,Restaurants,60234528,,,,
Usulutan,Berlín,Pupusería Mami Katy,"13.498928098445823, -88.52857982609123",No,Food & Beverage,Restaurants,73948966,,,,
Usulutan,Berlín,Mr Fer Lavanderia,"13.49780348114387, -88.52840031480763",No,Other,Other vendors,75154160,,,,
Usulutan,Berlín,Panadería San Martín,"13.497476817473984, -88.52979537395363",No,Food & Beverage,Restaurants,26940721,,,,
Usulutan,Berlín,Taller Escobar,"13.497192544900305, -88.52549736076098",No,Food & Beverage,Restaurants,77400977,,,,
Usulutan,Berlín,Suculenta Vivero,"13.497399515309306, -88.52471520443409",No,Retail,Retailers,-,,,,
Usulutan,Berlín,Restaurante La Finquita,"13.499693633141783, -88.52209946842932",No,Food & Beverage,Restaurants,76070652,,,,
Usulutan,Berlín,Cabañita San José,"13.492800919230406, -88.52854016485652",No,Accommodation,Accommodations,-,,,,
Usulutan,Berlín,Quinta San José,"13.49164430384456, -88.53063918029602",No,Accommodation,Accommodations,78773345,,,,
Usulutan,Berlín,Hostal Café El Cedro,"13.491148609787889, -88.53346285582269",No,Accommodation,Accommodations,-,,,,
Morazan,Yoloaiquín,Helados Sarita Yoloaiquin,"13.76575313535831, -88.12530982108558",No,Food & Beverage,Restaurants,-,,,,
Morazan,Yoloaiquín,Pupuseria El Calvario,"13.767323770947367, -88.12722762218262",No,Food & Beverage,Restaurants,-,,,,
Morazan,Yoloaiquín,Comfort Ferretería,"13.764088271334675, -88.12577902744356",No,Retail,Retailers,72967402,,,,
Morazan,Yoloaiquín,Victoria's fashion closet,"13.765258506403221, -88.12508806929438",No,Retail,Retailers,-,,,,
La Union,Yucuaiquín,Tienda Lolita,"13.547497599565432, -88.00038763817084",No,Retail,Retailers,-,,,,
La Union,Yucuaiquín,Estación de Servicio Boston Gas,"13.550386779929726, -88.00531217371805",No,Other,Other vendors,26802040,,,,
La Union,Yucuaiquín,Taller El Master,"13.548655361977474, -88.00047346885574",No,Other,Other vendors,70559382,,,,
La Union,Yucuaiquín,La Terraza Hotel y Salón de Eventos,"13.549451367555957, -88.00164339476555",No,Accommodation,Accommodations,74962446,,,,
La Union,Yucuaiquín,Panadería Mary,"13.549326194868073, -88.0017361543906",No,Food & Beverage,Restaurants,-,,,,
La Union,Yucuaiquín,#TeLasVas?,"13.548622808758676, -88.00062555735838",No,Other,Other vendors,78742637,,https://www.facebook.com/telasvas#,,
La Union,Yucuaiquín,Tienda Mendoza,"13.548254555241277, -88.00014513503794",No,Retail,Retailers,-,,,,
La Union,Yucuaiquín,Laboratorio Clínico LAM,"13.548998230228767, -88.00460940165651",No,Health,Health services,75060224,,,,
La Union,Yucuaiquín,Farmacia Popular,"13.547972904702272, -88.00186088183075",No,Health,Health services,-,,,,
La Union,Yucuaiquín,Dra. Doris Mercedes Mendoza Lopez,"13.547968521819767, -88.00235285632662",No,Health,Health services,-,,,,
La Union,Yucuaiquín,Farmacia Transfiguracion,"13.548712751184251, -88.00314026079819",No,Health,Health services,-,,,,
La Union,Yucuaiquín,Riqueza Super Mercado,"13.548956164527004, -88.00437355818356",No,Retail,Retailers,-,,,,
La Union,Yucuaiquín,El Pimentón,"13.547635405227076, -88.00025478843594",No,Food & Beverage,Restaurants,-,,,,
La Union,Yucuaiquín,Lorenita Salon & Barber Shop,"13.547214802873881, -87.99570397192775",No,Food & Beverage,Restaurants,-,,,,
La Union,Yucuaiquín,Tienda Amaya,"13.548388282423087, -87.99305954051187",No,Retail,Retailers,-,,,,
La Union,Yucuaiquín,Tienda San Francisco,"13.549908324741837, -87.99079464382669",No,Retail,Retailers,-,,,,
La Union,Yucuaiquín,El Changarro Popular,"13.54968323636267, -88.01426869102616",No,Other,Other vendors,-,,,,
La Union,Yucuaiquín,Tienda Abigail,"13.549799015178323, -88.0198232872099",No,Retail,Retailers,-,,,,
La Union,Yucuaiquín,"Pizzería, Bar y Restaurante “La Granja”","13.550626554854677, -88.02217500088467",No,Food & Beverage,Restaurants,72861985,,,,
Ahuachapan,Atiquizaya,Paletas Sabor Natural,"13.980298544542936, -89.75291710372227",No,Food & Beverage,Restaurants,75775201,,,,
Ahuachapan,Atiquizaya,Quinta Marbella,"13.97860180081073, -89.75113102053025",No,Accommodation,Accommodations,,,,,
Ahuachapan,Atiquizaya,Total Clean Car,"13.97841039473843, -89.75146103038132",No,Other,Other vendors,76469477,,,,
Ahuachapan,Atiquizaya,CleansedCar,"13.978417756513387, -89.75152741167322",No,Other,Other vendors,74999181,,,,
Ahuachapan,Atiquizaya,Carwash “Los primos”,"13.978252116519243, -89.75268813601728",No,Other,Other vendors,69329626,https://www.instagram.com/losprimos_carwashh/,,,
Ahuachapan,Atiquizaya,"Agroservicio El Arado, Atiquizaya","13.9770963141134, -89.7544709479204",No,Retail,Retailers,-,,,,
Ahuachapan,Atiquizaya,MOVILCOM,"13.977254593125947, -89.75463215964108",No,Other,Other vendors,-,,,,
Ahuachapan,Atiquizaya,RELOJERIA Y JOYERIA HERNANDEZ,"13.97748464963717, -89.75496027288379",No,Other,Other vendors,-,,,,
Ahuachapan,Atiquizaya,Taller CYC,"13.977950283312241, -89.7548407865584",No,Other,Other vendors,-,,,,
Ahuachapan,Atiquizaya,Foto Estudio Cortez,"13.977307966258564, -89.7557701246867",No,,,-,,,,
La Union,,Restaurante Blanquita,"13.1591347, -87.9718392",No,Food & Beverage,Restaurants,7744 9128,,,,
La Union,Conchagua,Rancho y Cabañas Brisas Marinas,"13.1596493, -87.9718959",No,Accommodation,Accommodations,7922 6639,,,,
La Union,Conchagua,Restaurante Rancho Las Tunas,"13.1590564, -87.9720247",No,Food & Beverage,Restaurants,7887 3478,,,,
La Union,Conchagua,Ceviches Rokamar,"13.1604375, -87.9740625",No,Food & Beverage,Restaurants,7218 8848,,,,
La Union,Conchagua,Restaurante La Roca,"13.1590686, -87.9720237",No,Food & Beverage,Restaurants,7927 5693,,,,
La Union,Conchagua,Restaurante Tulita,"13.1591602, -87.9720294",No,Food & Beverage,Restaurants,-,,,,
La Union,Conchagua,Rancho eva,"13.1590754, -87.9718986",No,Accommodation,Accommodations,-,,,,
La Union,Conchagua,Tienda jenifeer,"13.1594756, -87.9723472",No,Retail,Retailers,-,,,,
La Union,Conchagua,Tienda dinora,"13.1594756, -87.9723472",No,Retail,Retailers,-,,,,
La Union,Conchagua,Tienda andasol,"13.1594756, -87.9723472",No,Retail,Retailers,-,,,,
La Union,Conchagua,Rancho Blanquita 2,"13.1604609, -87.973639",No,Accommodation,Accommodations,-,,,,
La Union,Conchagua,Restaurant El barquito.,"13.1589608, -87.9714147",No,Food & Beverage,Restaurants,7550 4019,,,,
La Union,Conchagua,Rancho Y Restaurante Denise Soraya,"13.1596875, -87.9721875",No,Food & Beverage,Restaurants,6023 1457,,,,
La Union,Conchagua,RANCHO BELINDA,"13.1610322, -87.9742112",No,Food & Beverage,Restaurants,-,,,,
La Union,Conchagua,Rancho Sheyla,"13.1600906, -87.9724691",No,Food & Beverage,Restaurants,-,,,,
La Union,Conchagua,Comedor y Coctelería Candy,"13.1596363, -87.9717099",No,Food & Beverage,Restaurants,7296 6857,,,,
La Union,Conchagua,Perlas Bar,"13.1595667, -87.9715201",No,Food & Beverage,Restaurants,7947 4455,,,,
La Union,Conchagua,Rancho Las olas,"13.1599071, -87.949534",No,Food & Beverage,Restaurants,7922 8356,,,,
La Union,Conchagua,VistAmar,"13.1606293, -87.9540983",No,Food & Beverage,Restaurants,7497 2234,,,,
La Union,Conchagua,Rancho y Restaurante Saraí,"13.1608102, -87.9458076",No,Food & Beverage,Restaurants,7488 2884,,,,
La Union,Conchagua,Restaurante Reyes,"13.1613231, -87.9442488",No,Food & Beverage,Restaurants,7583 6012,,,,
La Union,Conchagua,Capitan Mark Restaurant,"13.1614566, -87.9434538",No,Food & Beverage,Restaurants,7702 0572,,,,
La Union,Conchagua,Rancho Alvarez,"13.1577685, -87.9238066",No,Food & Beverage,Restaurants,7440 7096,,,,
La Union,Conchagua,Restaurante belleza del oceano,"13.1577874, -87.9238069",No,Food & Beverage,Restaurants,6006 8124,,,,
La Union,Conchagua,Rancho Costa Dorada,"13.1581196, -87.9230551",No,Food & Beverage,Restaurants,,,,,
Usulutan,Jiquilisco,Restaurante el velero 2,"13.1842611, -88.4650664",No,Food & Beverage,Restaurants,7218 8435,,,,
Usulutan,Jiquilisco,Laboratorio El Izcanal (PostLarva),"13.1745903, -88.3307613",No,Health,Health services,2260 7703,,,,
Usulutan,Jiquilisco,Laboratorio El Izcanal ANTA,"13.1745026, -88.3289375",No,Health,Health services,7682 8777,,,,
Usulutan,Jiquilisco,Manglares Bahia Resort El Espino,"13.1778712, -88.3191103",No,Accommodation,Accommodations,2641 6431,,,,
Usulutan,Jiquilisco,Tienda Doña Merced Arcos El Espino,"13.1756552, -88.3111599",No,Retail,Retailers,-,,,,
Usulutan,Jiquilisco,Rancho Tia Yaya,"13.1744375, -88.3089375",No,Food & Beverage,Restaurants,7877 6750,,,,
Usulutan,Jiquilisco,Restaurante Caribe,"13.1740601, -88.3088958",No,Food & Beverage,Restaurants,7134 5879,,,,
Usulutan,Jiquilisco,Tienda los valdes,"13.1881055, -88.281337",No,Retail,Retailers,-,,,,
Usulutan,Jiquilisco,Aneliz Nails,"13.1715046, -88.2821194",No,Other,Other vendors,-,,,,
Usulutan,Jiquilisco,Taller Automotriz Sánchez,"13.1874625, -88.2746406",No,Other,Other vendors,-,,,,
Usulutan,Jiquilisco,Tienda el pulpo caserio nueva esperanza,"13.1874677, -88.2746473",No,Retail,Retailers,-,,,,
Usulutan,Jiquilisco,Tienda Zulema,"13.1712698, -88.2828216",No,Retail,Retailers,-,,,,
Usulutan,Jiquilisco,Cantina el gato,"13.1711841, -88.282539",No,Food & Beverage,Restaurants,-,,,,
Usulutan,Jiquilisco,Hotel Los Mangos El Salvador,"13.1689657, -88.184466",No,Accommodation,Accommodations,7737 1940,,,,
Usulutan,Jiquilisco,Rancho Mango,"13.1705362, -88.1906887",No,Accommodation,Accommodations,6036 0560,,,,
Usulutan,Jiquilisco,ESCAPE PUNTA MANGO,"13.1684237, -88.1850788",No,Accommodation,Accommodations,7210 5716,,,,
Usulutan,Jiquilisco,Punta mango Cafe,"13.1698954, -88.1894606",No,Food & Beverage,Restaurants,7219 0129,,,,
Usulutan,Jiquilisco,Casa Loca Punta Mango,"13.1694705, -88.190322",No,Accommodation,Accommodations,-,,,,
Usulutan,Jiquilisco,La Cocina de Lili,"13.169611, -88.19297",No,Food & Beverage,Restaurants,-,,,,
Usulutan,Jiquilisco,Comedor y cocteleria hernandez martinez,"13.16909, -88.1557909",No,Food & Beverage,Restaurants,7417 0631,,,,
Usulutan,Jiquilisco,Restaurante yoli playa la ventana,"13.1690949, -88.1557034",No,Food & Beverage,Restaurants,-,,,,
Usulutan,Jiquilisco,Los Pitbull,"13.1690711, -88.1534312",No,Food & Beverage,Restaurants,-,,,,
Usulutan,Jiquilisco,Coco Mar,"13.169862, -88.1520797",No,Food & Beverage,Restaurants,-,,,,
Usulutan,Jiquilisco,Bella Vista Restaurante y Bar,"13.1690469, -88.1531789",No,Food & Beverage,Restaurants,7752 2577,,,,
Usulutan,Jiquilisco,"Comedor Sisela (Almuerzos, Hot-Dog, Panes Con Pollo, Hamburguesas, Refrescos Naturales y Mucho Mas)","13.1685749, -88.1352529",No,Food & Beverage,Restaurants,-,,,,
San Miguel,Chirilagua,Bungalows Las Flores,"13.1729961, -88.1190803",No,Accommodation,Accommodations,-,,,,
San Miguel,Chirilagua,Hotel Atlakamani,"13.1712669, -88.1199916",No,Accommodation,Accommodations,7148 8025,,,,
San Miguel,Chirilagua,"Hotel Cucolindo Surf, Restaurante","13.1725199, -88.0966673",No,Food & Beverage,Restaurants,7573 6655,,,,
San Miguel,Chirilagua,Azul Surf Club,"13.1722438, -88.0985359",No,Accommodation,Accommodations,7289 2739,,,,
San Miguel,Chirilagua,Blue Dolphin Hotel y Restaurante,"13.1733577, -88.0988531",No,Food & Beverage,Restaurants,7872 5241,,,,
La Union,Intipucá,Lotificación Vista al Mar - PROINO,"13.1804376, -88.071514",No,Accommodation,Accommodations,7720 0149,,,,
La Union,Intipucá,Comedor Las Gemelas,"13.1718698, -88.0699011",No,Food & Beverage,Restaurants,7203 8644,,,,
La Union,Intipucá,Cocteleria y Cervecería Rincón Mágico,"13.1722728, -88.0658601",No,Food & Beverage,Restaurants,7257 0610,,,,
La Union,Intipucá,Rancho Las Margaritas,"13.1710175, -88.0697414",No,Food & Beverage,Restaurants,7217 8370,,,,
La Union,Intipucá,ANTOJITOS EL VAGO,"13.1710194, -88.0688521",No,Food & Beverage,Restaurants,6449 3856,,,,
La Union,Intipucá,Rancho y Restaurante Playa El Esteron,"13.1710148, -88.0684907",No,Food & Beverage,Restaurants,7712 4410,,,,
La Union,Intipucá,Rancho el paraiso,"13.1681291, -88.0362059",No,Accommodation,Accommodations,7531 1771,,,,
La Union,Intipucá,Tienda Dios es bueno,"13.1882715, -88.0085632",No,Retail,Retailers,7591 3732,,,,
La Union,Intipucá,Tienda Liliana,"13.1868125, -88.0039375",No,Retail,Retailers,,,,,
La Union,Intipucá,Taller solis,"13.189642, -88.0084137",No,Other,Other vendors,,,,,
La Union,Intipucá,MOTO REP,"13.1908825, -88.0094006",No,Other,Other vendors,7533 7417,,,,
La Union,Intipucá,"Tienda Elizabeth y ""ACCESORIOS ELISS'A ️","13.1820671, -87.9790142",No,Retail,Retailers,7948 1612,,,,
La Union,Intipucá,Pupuseria Rosalva,"13.1802369, -87.9702443",No,Food & Beverage,Restaurants,-,,,,
La Union,Intipucá,Car Wash Penado,"13.1792182, -87.9701072",No,Other,Other vendors,-,,,,
La Union,Intipucá,Tienda bambu niña toña,"13.1750015, -87.9708321",No,Retail,Retailers,-,,,,
La Union,Intipucá,Tiendita Bendición de Dios cristina,"13.1684335, -87.9537308",No,Retail,Retailers,7217 7980,,,,
La Union,Intipucá,Tieenda zuleyma,"13.1684118, -87.9537658",No,Retail,Retailers,7217 7980,,,,
La Union,Intipucá,Salineras De Playas Negras. Conchagua La Unión,"13.167361, -87.9452745",No,Other,Other vendors,-,,,,
La Union,Intipucá,Mariscos y Hieleria Briana,"13.1788536, -87.9169301",No,Food & Beverage,Restaurants,7925 9404,,,,
La Union,Intipucá,Moto Sports lametasa,"13.181515, -87.9170623",No,Other,Other vendors,-,,,,
La Union,Intipucá,La Ramada,"13.1827867, -87.9172024",No,Accommodation,Accommodations,7899 3059,,,,
La Union,Intipucá,LA PALMERA,"13.182718, -87.9163987",No,Accommodation,Accommodations,-,,,,
La Union,Intipucá,Tour El Pirata Del Golfo,"13.1700008, -87.708956",No,Tourism,Tourist destinations,7222 6891,,,,
La Union,Intipucá,Mariscadas Guerrero,"13.1684349, -87.7068877",No,Food & Beverage,Restaurants,7887 4678,,,,
La Union,Intipucá,Neveria,"13.1792071, -87.6973289",No,Food & Beverage,Restaurants,-,,,,
Usulutan,Puerto El Triunfo,Pupusería,"13.2134132, -88.5923518",No,Food & Beverage,Restaurants,,,,,
Usulutan,Puerto El Triunfo,MERENDERO EL TULAR,"13.2059158, -88.5383974",No,Food & Beverage,Restaurants,-,,,,
Usulutan,Puerto El Triunfo,Hostal y Restaurante Stephany,"13.2017812, -88.5275987",No,Food & Beverage,Restaurants,-,,,,
Usulutan,Puerto El Triunfo,Recargas Dina,"13.203096, -88.530648",No,Retail,Retailers,-,,,,
Usulutan,Puerto El Triunfo,Restaurante Bahia Delfín,"13.2066589, -88.5327073",No,Food & Beverage,Restaurants,-,,,,
Usulutan,Puerto El Triunfo,Tienda Katy,"13.1976708, -88.524482",No,Retail,Retailers,-,,,,
Usulutan,Puerto El Triunfo,RESTAURANTE FAMILIAR,"13.2162228, -88.4628532",No,Food & Beverage,Restaurants,7926 5713,,,,
Usulutan,Puerto El Triunfo,Vela tours,"13.213983, -88.4513",No,Tourism,Tourist destinations,-,,,,
Usulutan,Puerto El Triunfo,Pescatuors,"13.2136701, -88.4502632",No,Tourism,Tourist destinations,-,,,,
Usulutan,Puerto El Triunfo,COMEDOR ALISSON,"13.2048107, -88.4405907",No,Food & Beverage,Restaurants,-,,,,
Usulutan,Puerto El Triunfo,Taller De La Lula,"13.2143657, -88.2921988",No,Other,Other vendors,-,,,,
San Miguel,Chirilagua,Mauricio barber shops,"13.215749, -88.130533",No,Food & Beverage,Restaurants,-,,,,
San Miguel,Chirilagua,Tienda Esperanza,"13.217674, -88.1339691",No,Retail,Retailers,-,,,,
San Miguel,Chirilagua,Taller El Roble,"13.2176258, -88.1345696",No,Other,Other vendors,-,,,,
San Miguel,Chirilagua,Alquileres Durán,"13.2198742, -88.1350654",No,Other,Other vendors,-,,,,
San Miguel,Chirilagua,Tienda Rivera,"13.2164553, -88.097833",No,Retail,Retailers,-,,,,
San Miguel,Chirilagua,Tienda Mike Mon,"13.2178627, -88.1001743",No,Retail,Retailers,-,,,,
San Miguel,Chirilagua,Super Tienda Junior Xochilth,"13.21537, -88.0939004",No,Retail,Retailers,-,,,,
San Miguel,Chirilagua,Tienda y Molino Edenilson,"13.2139247, -88.0889904",No,Retail,Retailers,-,,,,
San Miguel,Chirilagua,Restaurante la cabra,"13.2145288, -88.0888549",No,Food & Beverage,Restaurants,-,,,,
San Miguel,Chirilagua,Centro comercial la oreja,"13.2145288, -88.0888549",No,Retail,Retailers,-,,,,
San Miguel,Chirilagua,TECNO REVOLUTION,"13.212332, -88.086588",No,Other,Other vendors,-,,,,
La Union,Intipucá,TECNO ORIENTE,"13.209202, -88.065757",No,Other,Other vendors,7316 5469,,,,
La Union,Intipucá,Técnico electricista WM,"13.2077551, -88.0635309",No,Other,Other vendors,,,,,
La Union,Intipucá,Happy Place,"13.2069848, -88.0626449",No,Retail,Retailers,6048 3667,,,,
La Union,Intipucá,Típicos y Refresquería los Emigrantes,"13.2062539, -88.0618305",No,Food & Beverage,Restaurants,-,,,,
La Union,Intipucá,Comedor y pupuseria Sandoval.,"13.206205, -88.0617383",No,Food & Beverage,Restaurants,-,,,,
La Union,Intipucá,"Car Wash ""El Chele""","13.2055155, -88.0610821",No,Other,Other vendors,7938 8399,,,,
La Union,Intipucá,"Llanteria , Car Wash y Lubricantes","13.2048679, -88.0600364",No,Other,Other vendors,-,,,,
La Union,Intipucá,Tienda Tina,"13.2049956, -88.0595267",No,Retail,Retailers,2639 9351,,,,
La Union,Intipucá,Pupusiaria,"13.204365, -88.0589289",No,Food & Beverage,Restaurants,-,,,,
La Union,Intipucá,Tienda Rosa,"13.2171345, -88.0203128",No,Retail,Retailers,-,,,,
La Union,Intipucá,Cafetin el changarro,"13.2177014, -88.0199809",No,Food & Beverage,Restaurants,-,,,,
La Union,Intipucá,Tienda Aracely,"13.2183781, -88.0196248",No,Retail,Retailers,-,,,,
La Union,Intipucá,Tipicos Evelyn,"13.2020208, -87.9879032",No,Food & Beverage,Restaurants,7116 3851,,,,
La Union,Intipucá,Tienda 3 Hermanos R.M.L.,"13.2018241, -87.970417",No,Retail,Retailers,-,,,,
La Union,Intipucá,Tienda samara,"13.2028155, -87.9695577",No,Retail,Retailers,-,,,,
La Union,Intipucá,Tienda leylany,"13.204953, -87.956723",No,Retail,Retailers,-,,,,
La Union,Intipucá,Tienda Y Variedades Franklin,"13.2043548, -87.9578495",No,Retail,Retailers,-,,,,
La Union,Intipucá,Tienda El Molino,"13.2030472, -87.956704",No,Retail,Retailers,-,,,,
La Union,Intipucá,Consultorio Médico Las Tunas,"13.2002211, -87.9518551",No,Health,Health services,7450 4954,,,,
La Union,Intipucá,Reparacion De Celulares GICEL,"13.2046404, -87.95886",No,Other,Other vendors,7227 2257,,,,
La Union,Intipucá,Llanteria el hermano miguel,"13.2027101, -87.9577522",No,Other,Other vendors,-,,,,
La Union,Intipucá,K&C Car Rental,"13.2018002, -87.9570539",No,Other,Other vendors,7509 8170,,,,
La Union,Intipucá,Agroferreteria Buena Vista,"13.2105168, -87.9220511",No,Retail,Retailers,7534 8513,,,,
La Union,Intipucá,Tienda y variedades Melendez,"13.2074848, -87.9185157",No,Retail,Retailers,-,,,,
La Union,Intipucá,Morfo Store,"13.205645, -87.9152085",No,Other,Other vendors,7010 9183,,,,
La Union,Intipucá,Comercial del Golfo,"13.2050479, -87.9146988",No,Retail,Retailers,7062 3190,,,,
La Union,Intipucá,CERVECERIA LA COLOCHA,"13.2037676, -87.9154254",No,Food & Beverage,Restaurants,-,,,,
La Union,Intipucá,Tienda Brisas del Golfo,"13.2040097, -87.9150545",No,Retail,Retailers,-,,,,
La Union,Intipucá,Pupuseria Vista Al Mar,"13.2008519, -87.9162757",No,Food & Beverage,Restaurants,7920 9159,,,,
La Union,Intipucá,COMPRA Y VENTA DE MARISCOS FLORCITA,"13.1999092, -87.9177755",No,Food & Beverage,Restaurants,-,,,,
La Union,Intipucá,Tienda benavidez,"13.2040625, -87.7025625",No,Retail,Retailers,7737 5834,,,,
La Union,Intipucá,Tienda's Marleni,"13.2025612, -87.7162516",No,Retail,Retailers,-,,,,
La Union,Intipucá,Tienda La golosina,"13.2041204, -87.7180474",No,Retail,Retailers,-,,,,
Usulutan,Puerto El Triunfo,Tienda Lumayi,"13.2400202, -88.6695864",No,Retail,Retailers,-,,,,
Usulutan,Puerto El Triunfo,Pacific chavez,"13.2391557, -88.6692736",No,Other,Other vendors,-,,,,
Usulutan,Puerto El Triunfo,Isla d mendez,"13.2386939, -88.6701312",No,Tourism,Tourist destinations,-,,,,
Usulutan,Puerto El Triunfo,Restaurante La Gaviota. Isla De Mendez,"13.2402303, -88.6673141",No,Food & Beverage,Restaurants,-,,,,
Usulutan,Puerto El Triunfo,Taller Escalante,"13.2333333, -88.6166667",No,Other,Other vendors,-,,,,
Usulutan,Puerto El Triunfo,Casa de Pacheco,"13.244682, -88.6014763",No,Accommodation,Accommodations,-,,,,
Usulutan,Puerto El Triunfo,Tienda Clari,"13.2444176, -88.6008847",No,Retail,Retailers,-,,,,
Usulutan,Puerto El Triunfo,GR Ferretería,"13.2438111, -88.4231191",No,Retail,Retailers,7040 2546,,,,
Usulutan,Puerto El Triunfo,Camchita los pinos,"13.2387432, -88.417326",No,Retail,Retailers,-,,,,
Usulutan,Puerto El Triunfo,GR Agro Ferreteria,"13.2431161, -88.3987739",No,Retail,Retailers,7515 3973,,,,
Usulutan,Puerto El Triunfo,Tienda joel,"13.2423824, -88.2756551",No,Retail,Retailers,-,,,,
Usulutan,Puerto El Triunfo,Tienda Rodriguez Samuria,"13.243868, -88.2755766",No,Retail,Retailers,7549 9742,,,,
Usulutan,Puerto El Triunfo,Antojitos Dominick Guazacapán,"13.2476625, -88.2504531",No,Food & Beverage,Restaurants,7265 1017,,,,
Usulutan,Puerto El Triunfo,La estación de el sabor Jucuaran,"13.248752, -88.2496095",No,Food & Beverage,Restaurants,-,,,,
Usulutan,Puerto El Triunfo,Tienda LandRiverk,"13.2489601, -88.2473305",No,Retail,Retailers,7678 6546,,,,
Usulutan,Puerto El Triunfo,Taller Marlboro,"13.250388, -88.2480337",No,Other,Other vendors,7240 3326,,,,
Usulutan,Puerto El Triunfo,Postres Cielo,"13.2513166, -88.2480916",No,Food & Beverage,Restaurants,7883 3844,,,,
Usulutan,Puerto El Triunfo,Dakota - Las Mejores Hamburguesas de Jucuarán,"13.2513962, -88.2480612",No,Food & Beverage,Restaurants,-,,,,
San Miguel,Chirilagua,Taller Douglas Jr,"13.2424461, -88.1770396",No,Other,Other vendors,-,,,,
La Union,La Unión,Delicias de mi pueblo,"13.2470201, -87.9596309",No,Food & Beverage,Restaurants,-,,,,
La Union,La Unión,DeliNachos,"13.241844, -87.9623862",No,Food & Beverage,Restaurants,-,,,,
La Union,La Unión,Super Tacos,"13.2338384, -87.9608289",No,Food & Beverage,Restaurants,7595 4887,,,,
La Union,La Unión,Pupuseria,"13.2377806, -87.96267",No,Food & Beverage,Restaurants,-,,,,
La Paz,San Juan Nonualco,"Cooperativa de Mujeres ""Confecciones La Colorada""","13.2691173, -88.8377014",No,Other,Other vendors,-,,,,
La Paz,San Juan Nonualco,Restaurante Paco Mer,"13.2715315, -88.8368035",No,Food & Beverage,Restaurants,7402 2482,,,,
San Vicente,Tecoluca,Delicias de Lempa,"13.276584, -88.8113201",No,Food & Beverage,Restaurants,-,,,,
San Vicente,Tecoluca,Rancho Wendy,"13.2764567, -88.8109741",No,Food & Beverage,Restaurants,-,,,,
San Vicente,Tecoluca,Restaurante la gringa brisas del mar,"13.2765399, -88.8107739",No,Food & Beverage,Restaurants,-,,,,
San Vicente,Tecoluca,Rancho calipso,"13.276771, -88.8108514",No,Food & Beverage,Restaurants,-,,,,
La Paz,San Juan Nonualco,Restaurante Donde Memé,"13.2717945, -88.8333606",No,Food & Beverage,Restaurants,7312 1687,,,,
Usulutan,Jiquilisco,Tienda Cecia,"13.2594476, -88.7293578",No,Retail,Retailers,-,,,,
Usulutan,Jiquilisco,Restaurante El Señor Tiburón,"13.270333, -88.5500751",No,Food & Beverage,Restaurants,7106 1481,,,,
Usulutan,Jiquilisco,El Cayuquito,"13.2703541, -88.5501322",No,,,7052 6042,,,,
Usulutan,Jiquilisco,Restaurante Sol y Mar,"13.2704051, -88.5499904",No,Food & Beverage,Restaurants,-,,,,
Usulutan,Jiquilisco,Restaurante el calamar,"13.2703829, -88.5501782",No,Food & Beverage,Restaurants,-,,,,
Usulutan,Jiquilisco,MAMÁ MIAN PIZZA,"13.2704732, -88.5501466",No,Food & Beverage,Restaurants,7292 8039,,,,
Usulutan,Jiquilisco,"El Chipotle, Mariscos y Mas","13.270379, -88.5503492",No,,,2663 6939,,,,
Usulutan,Jiquilisco,Restaurante El Faro de la Bahía,"13.2704694, -88.550296",No,Food & Beverage,Restaurants,-,,,,
Usulutan,Jiquilisco,Minutas Génesis,"13.2702921, -88.5505073",No,Food & Beverage,Restaurants,-,,,,
Usulutan,Jiquilisco,Centro Turístico El Malecon,"13.2703104, -88.5505095",No,Tourism,Tourist destinations,7291 3382,,,,
